id,filename,asset_filename,slug,title,alt_text,caption,description,location,state_region,country,tags,orientation,license_status,license_type,model_release,property_release,collection,featured,published,date_captured,date_published,notes
img-0048,IMG_3909.JPG,img-0048-img-3909-jpg.jpg,img-0048-img-3909,Astoria Bridge From the Hillside,Astoria-Megler Bridge viewed from a green hillside above town,Astoria-Megler Bridge viewed from a green hillside above town.,"Astoria Bridge From the Hillside is a broad overlook photograph showing the bridge, hillside green, and town below.","Astoria, Oregon",Oregon,United States,"astoria, astoria-megler bridge, overlook, hillside, columbia river, town view, panorama, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,yes,no,,,AI-assisted visual classification applied from the clearly visible Astoria-Megler Bridge. Specific capture metadata was not preserved in the export.
img-0049,IMG_3910.JPG,img-0049-img-3910-jpg.jpg,img-0049-img-3910,Closer View of the Astoria-Megler Bridge,Closer view of the Astoria-Megler Bridge above the Astoria waterfront,Closer view of the Astoria-Megler Bridge above the Astoria waterfront.,Closer View of the Astoria-Megler Bridge is a telephoto-style overlook photograph of the bridge span and waterfront district.,"Astoria, Oregon",Oregon,United States,"astoria, astoria-megler bridge, waterfront, overlook, columbia river, bridge, oregon, travel, viewpoint, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied from the clearly visible Astoria-Megler Bridge. Specific capture metadata was not preserved in the export.
img-0050,IMG_3934.JPG,img-0050-img-3934-jpg.jpg,img-0050-img-3934,Astoria Panorama Across the Bay,"Wide panorama of Astoria, the bay, and distant hills","Wide panorama of Astoria, the bay, and distant hills.","Astoria Panorama Across the Bay is a sweeping overlook photograph spanning town, water, ships, and far hills.","Astoria, Oregon",Oregon,United States,"astoria, panorama, bay, ships, hills, overlook, columbia estuary, wide view, oregon, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,yes,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0051,IMG_3935.JPG,img-0051-img-3935-jpg.jpg,img-0051-img-3935,Estuary Panorama from the High Viewpoint,High-view panorama across the estuary and inland water near Astoria,High-view panorama across the estuary and inland water near Astoria.,"Estuary Panorama from the High Viewpoint is a wide landscape photograph looking inland across forest, water, and bright afternoon haze.","Astoria, Oregon",Oregon,United States,"astoria, estuary, panorama, inland water, forest, overlook, high viewpoint, oregon, landscape, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0052,IMG_3936.JPG,img-0052-img-3936-jpg.jpg,img-0052-img-3936,Bright Water and Branch Canopy,Bright water framed by branches and shoreline rocks in Astoria,Bright water framed by branches and shoreline rocks in Astoria.,"Bright Water and Branch Canopy is a shoreline composition with strong sun, sparkling water, and overhanging branches.","Astoria, Oregon",Oregon,United States,"astoria, branches, shoreline, bright water, reflections, estuary, rocks, waterscape, oregon, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0053,IMG_3937.JPG,img-0053-img-3937-jpg.jpg,img-0053-img-3937,Sun Glare Over the Shoreline,Sun glare over calm shoreline water and low vegetation,Sun glare over calm shoreline water and low vegetation.,Sun Glare Over the Shoreline is a quiet waterscape photograph with bright backlight and subtle shoreline texture.,"Astoria, Oregon",Oregon,United States,"astoria, sun glare, shoreline, calm water, vegetation, estuary, waterscape, backlight, oregon, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0054,IMG_3938.JPG,img-0054-img-3938-jpg.jpg,img-0054-img-3938,Open Water and Driftwood,Open water and driftwood logs along the Astoria shoreline,Open water and driftwood logs along the Astoria shoreline.,"Open Water and Driftwood is a shoreline photograph built around water depth, heavy driftwood, and open sky.","Astoria, Oregon",Oregon,United States,"astoria, driftwood, open water, shoreline, estuary, logs, waterscape, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0055,IMG_3939.JPG,img-0055-img-3939-jpg.jpg,img-0055-img-3939,Low Tide Driftwood Edge,Low tide driftwood edge and calm water near Astoria,Low tide driftwood edge and calm water near Astoria.,"Low Tide Driftwood Edge is a shoreline study of exposed wood, still water, and clear weather.","Astoria, Oregon",Oregon,United States,"astoria, low tide, driftwood, shoreline, calm water, estuary, blue sky, oregon, waterscape, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0056,IMG_3940.JPG,img-0056-img-3940-jpg.jpg,img-0056-img-3940,Driftwood Foreground on the Estuary,Driftwood foreground on a quiet estuary shoreline in Astoria,Driftwood foreground on a quiet estuary shoreline in Astoria.,Driftwood Foreground on the Estuary is a still shoreline photograph with strong foreground wood and long water lines.,"Astoria, Oregon",Oregon,United States,"astoria, driftwood, estuary, shoreline, foreground, calm water, landscape, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0057,IMG_3951.JPG,img-0057-img-3951-jpg.jpg,img-0057-img-3951,Astoria Column Stairwell,Interior spiral stairwell inside the Astoria Column,Interior spiral stairwell inside the Astoria Column.,Astoria Column Stairwell is an architectural interior photograph of the narrow spiral staircase rising through the monument.,"Astoria, Oregon",Oregon,United States,"astoria, astoria column, stairwell, spiral stairs, interior architecture, monument, vertical, oregon, travel, united states",square,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied from the apparent Astoria Column interior. Specific capture metadata was not preserved in the export.
img-0058,IMG_3952.JPG,img-0058-img-3952-jpg.jpg,img-0058-img-3952,Astoria Bridge and Hillside Overlook,Astoria-Megler Bridge and hillside overlook above Astoria,Astoria-Megler Bridge and hillside overlook above Astoria.,"Astoria Bridge and Hillside Overlook is a square composition pairing open lawn, hillside, and the bridge span beyond town.","Astoria, Oregon",Oregon,United States,"astoria, astoria-megler bridge, overlook, hillside, lawn, columbia river, square composition, oregon, viewpoint, united states",square,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied from the clearly visible Astoria-Megler Bridge. Specific capture metadata was not preserved in the export.
img-0059,IMG_3953.JPG,img-0059-img-3953-jpg.jpg,img-0059-img-3953,Bridge Detail Above Town,Bridge span detail above Astoria and the Columbia waterfront,Bridge span detail above Astoria and the Columbia waterfront.,Bridge Detail Above Town is a tighter overlook photograph emphasizing the Astoria-Megler Bridge over the waterfront.,"Astoria, Oregon",Oregon,United States,"astoria, astoria-megler bridge, bridge detail, waterfront, overlook, columbia river, town view, oregon, travel, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied from the clearly visible Astoria-Megler Bridge. Specific capture metadata was not preserved in the export.
img-0060,IMG_3955.JPG,img-0060-img-3955-jpg.jpg,img-0060-img-3955,Astoria Harbor and Cargo Ship,Astoria harbor with a cargo ship on calm blue water,Astoria harbor with a cargo ship on calm blue water.,"Astoria Harbor and Cargo Ship is an overlook photograph showing the working harbor, anchored vessel, and wide blue bay.","Astoria, Oregon",Oregon,United States,"astoria, harbor, cargo ship, overlook, blue water, waterfront, working river, oregon, maritime, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,yes,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0061,IMG_3957.JPG,img-0061-img-3957-jpg.jpg,img-0061-img-3957,Wide Astoria Bay Panorama,"Wide panorama over Astoria, the bay, and anchored ships","Wide panorama over Astoria, the bay, and anchored ships.","Wide Astoria Bay Panorama is a very broad overlook image capturing the town edge, forested ridge, and open bay.","Astoria, Oregon",Oregon,United States,"astoria, panorama, bay, anchored ships, overlook, wide view, waterfront, oregon, landscape, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0062,IMG_3958.JPG,img-0062-img-3958-jpg.jpg,img-0062-img-3958,River Bend Beyond the Ridge,River bend and forested ridge seen from a high Astoria overlook,River bend and forested ridge seen from a high Astoria overlook.,"River Bend Beyond the Ridge is a panoramic inland-facing overlook photograph with winding water, dense trees, and bright distance haze.","Astoria, Oregon",Oregon,United States,"astoria, river bend, panorama, forest, overlook, high viewpoint, inland water, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,yes,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0063,IMG_3959.JPG,img-0063-img-3959-jpg.jpg,img-0063-img-3959,High Overlook Above the Estuary,High overlook above the estuary and distant water channels near Astoria,High overlook above the estuary and distant water channels near Astoria.,"High Overlook Above the Estuary is a panoramic landscape photograph looking across forest, estuary channels, and strong afternoon sun.","Astoria, Oregon",Oregon,United States,"astoria, estuary, panorama, overlook, forest, water channels, afternoon sun, oregon, landscape, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,yes,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
